airline,total_incidents,total_fatalities,years_active,fatal_events,avg_damage,last_incident,recency_factor,incident_rate,fatality_rate,fatal_ratio,weighted_rate,norm_weighted_rate,norm_fatality_rate,norm_fatal_ratio,norm_avg_damage,penalty,safety_score,risk_label
Bush Pilots Air Service Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Riceland Flying Service,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Heigle And Cox Farms,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Heetco Jet Center Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Hedlund Construction,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Airmech Inc,3,0,3,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Schmit Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Santa Ynez Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Imperial International Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Ilpo Aruba Cargo Nv,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Business Aircraft Charter Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Seagull Air Service,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Danforth Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Will Air Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Hawk Flying Service,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Chris Air Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
First Coast Flight Center Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
The United States Flying Club,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Blue Ridge Aviation Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Kuko Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Asesoria Ybros Sa,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Orient Air,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Associated Aerial Applicators Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Kitty Hawk Flight School,4,0,4,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Semling Menke,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Seitz James R,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Alupang Beach Club,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Burgess Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Bun Air Corp,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Ingalls Aerial Sprayers Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Inflite Sales,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Harris Intl Flying Club,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Harrington Flying Service Inc,3,0,3,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Capitol Sky Park Inc,4,0,4,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Twin Ports Flying Services,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Tursair Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Turbowest,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Nietz Electric,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
North American Charter Corp,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
North Air Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
U S Jet Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Flight International Air Services Ltd,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Flewellen Aviation Inc,4,0,4,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Tellairco Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Mitchell Aeronautical Inst,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Davisons Air Service East Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
David Cozad Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Dare County,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Bch Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Mayer Aviation,4,0,4,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Minnetonka Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Aircraft Marketing,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Senegal Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Terry Flying Service Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Agri Fly Service Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Tamiami Service,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Taloney Air Service Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
King Air Llc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Board Of County Commissioners,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Kerman Air Service Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Hamilton Aviation Inc,4,0,4,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Sinton Crop Dusting,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Hall James Michael,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Burnham Flying Service,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Sexton Flying Service,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Hancock County Aviation Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Short Hills Aviation Services Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Amer Christian Aviation Inst,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Aero Tech Flight Service,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Ed Air Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Coastal Planes Airways Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Universe Air Cargo,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Earlend D Laird,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Florida Lakes Aviation,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Decker James D,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Reds Aircraft Sales,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Red Oak Aviation Club,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Otterson Robert S,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Osman Mark S,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Florida Airmotive Inc,3,0,3,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Florence Of Florida,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Cohutta Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Us Air Leasing And Services,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
National Helicopter Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Lofton Charles,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Avery Lauris E Jr,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Nelson Flying Service,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Gunnell Aviation Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Gunder Dennis,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Skydive Texas Parachute Center,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Interwest Business Charter,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Interwest Air Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Budd Kirk,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Hailey Aviation Services,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
American Aircraft International,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Flying Start,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Chester Airport Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Flying F Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Oxford Investments,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Arrowhead Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Kelch Repair Service,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Jvp Air Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Fort Collins Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Surinaamse Luchtvaart Maatschappij N V,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Gulf Coast Flying Service,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Guardian Health Services,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Greenbrier Valley Aviation Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Green Mountain Helicopters Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Aztec Air Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
West Springfield Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Dell Valley Spraying Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Aviation Resources Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Louisiana Flyers Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Looss Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Neico Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
National Park Airways Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Valicopters,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Valdez Aero Services Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Val Air Soaring,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Dyersburg Avionics,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Paul Johnston Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Condor Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Beckair Company Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Ambulance Enterprises Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Sunnyside Aero Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Sunland Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Air Atonabee Ltd,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Air Associates Charter Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Kam Air Inc,3,0,3,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Pegasus Rotorcraft,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Argo S A,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Francis William Alvie,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
France Flying Service Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Sunbelt Flyers Inc,3,0,3,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Air Calypso,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Boulder Flying Service,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Pan West Air,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Musselwhite Henry Jackson,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Best West Flyers,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Aviators Unlimited Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Greatwestern Aviation,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Quality Spraying Service Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Broussard Flying Service,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Air Specialties Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Rainbow Helicopter Charter Inc,2,0,2,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Iowa Periodicals,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Brunswick Flight Service,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
Condor Enterprise Inc,1,0,1,0,0.0,1989,0.9705882352941176,1.0,0.0,0.0,0.9705882352941176,0.4030085558500895,0.0,0.0,0.0,0.1410529945475313,9.15,Safe
